Ticker,Open,High,Low,Close,Volume,ChangePct,RVOL,RSI4,P_up,ConnorsRSI,SqueezeHint
AAPL,253.2050018310547,257.1700134277344,251.71200561523438,256.8699951171875,50836929.0,1.8072995928489766,0.836989943434971,80.06348827226043,,,
MSFT,508.0,510.010009765625,505.0400085449219,507.0299987792969,15463695.0,-0.6115838781761473,0.7559476413317001,7.221238768465724,,,
NVDA,174.47999572753906,180.25999450683594,173.125,177.69000244140625,190579177.0,0.40684930538323894,0.993656862771216,53.56644774399385,,,
AMZN,220.05999755859375,220.6699981689453,216.47000122070312,218.14999389648438,48037872.0,-0.935476479077324,1.0837834768563261,0.0,,,
META,753.4500122070312,756.7650146484375,744.5499877929688,748.9099731445312,10517824.0,-1.5447112264138307,0.975124345268327,13.15318340341426,,,
GOOGL,244.1649932861328,246.49000549316406,240.74000549316406,245.7899932861328,30515935.0,-0.5462515605930585,0.7485859405063393,0.0,,,
TSLA,435.239990234375,435.2900085449219,419.0799865722656,423.3900146484375,95697521.0,-4.381307961359793,1.0256285156883438,47.4640476823028,,,
AVGO,332.989990234375,338.05999755859375,327.29998779296875,336.1000061035156,19974049.0,-0.9460350352700098,0.6487258193374575,5.263060352682814,,,
BRK-B,496.1499938964844,499.0,494.7300109863281,494.9599914550781,2959175.0,-0.42849481955067326,0.7120472705015046,66.56190713450741,,,
LLY,737.6699829101562,740.0,712.0499877929688,714.5900268554688,4206748.0,-3.674590500449626,1.2997098510499516,6.832921219293993,,,
JPM,314.1199951171875,315.6499938964844,311.79998779296875,313.45001220703125,4797593.0,0.009571430671839742,0.5713467802118822,30.149490311825303,,,
V,338.3500061035156,340.20001220703125,334.510009765625,334.92999267578125,5383690.0,-1.107239896390888,0.9334142084606977,22.578010292798552,,,
XOM,114.63999938964844,115.89990234375,114.41000366210938,115.58999633789062,10637054.0,0.8990911323737194,0.663648571084908,81.69330551603132,,,
UNH,348.8999938964844,350.19000244140625,343.6000061035156,345.55999755859375,8063531.0,-1.7765271150257944,0.5822560485518298,70.75338592392453,,,
WMT,103.21499633789062,103.51000213623047,102.58000183105469,103.05000305175781,10735197.0,0.3114958477246299,0.6751889504560252,77.27262218523143,,,
MA,565.0,572.3900146484375,564.5700073242188,567.2999877929688,1962901.0,-0.265468218228615,0.740368114278772,1.8836570887098958,,,
HD,406.6499938964844,410.8559875488281,405.6099853515625,407.45001220703125,1865241.0,-0.5661656218955646,0.4848607747508193,0.0,,,
PG,153.22999572753906,153.8800048828125,151.7834930419922,152.14999389648438,5464117.0,-0.17714491254727793,0.7727168242906648,0.0,,,
COST,952.4500122070312,953.0,935.6201171875,943.3099975585938,2617362.0,-0.20735048527490418,1.2433355718512227,16.933534898548928,,,
JNJ,177.1999969482422,178.39999389648438,175.91000366210938,177.72999572753906,6315935.0,0.5885976975283036,0.7739640519040388,63.99997780533615,,,
